source_id,source_type,target_id,target_type,platform
E50008,user,okta:grp-AllStaff,group,okta
E50008,user,okta:grp-SecurityTeam-Admin,group,okta
E50009,user,ad:GG-Employees-Base,group,ad
E50009,user,okta:grp-AllStaff,group,okta
E50009,user,okta:grp-SecurityTeam-Admin,group,okta
E50010,user,ad:GG-Employees-Base,group,ad
E50010,user,okta:grp-AllStaff,group,okta
E50010,user,okta:grp-SecurityTeam-Admin,group,okta
E50011,user,ad:GG-Employees-Base,group,ad
E50011,user,okta:grp-AllStaff,group,okta
E50011,user,ad:GG-DomainAdmins,group,ad
E50012,user,ad:GG-Employees-Base,group,ad
E50012,user,okta:grp-AllStaff,group,okta
E50012,user,aws:grp-PlatformEng,group,aws
E50013,user,ad:GG-Employees-Base,group,ad
E50013,user,okta:grp-AllStaff,group,okta
E50013,user,ad:GG-DomainAdmins,group,ad
E50014,user,ad:GG-Employees-Base,group,ad
E50014,user,okta:grp-AllStaff,group,okta
E50014,user,ad:GG-DomainAdmins,group,ad
E50015,user,ad:GG-Employees-Base,group,ad
E50015,user,okta:grp-AllStaff,group,okta
E50015,user,aws:grp-PlatformEng,group,aws
E50016,user,ad:GG-Employees-Base,group,ad
E50016,user,okta:grp-AllStaff,group,okta
E50016,user,aws:grp-PlatformEng,group,aws
E50017,user,ad:GG-Employees-Base,group,ad
E50017,user,okta:grp-AllStaff,group,okta
E50017,user,aws:grp-PlatformEng,group,aws
E50018,user,ad:GG-Employees-Base,group,ad
E50018,user,okta:grp-AllStaff,group,okta
E50018,user,aws:grp-PlatformEng,group,aws
E50019,user,ad:GG-Employees-Base,group,ad
E50019,user,okta:grp-AllStaff,group,okta
E50019,user,aws:grp-PlatformEng,group,aws
E50020,user,ad:GG-Employees-Base,group,ad
E50020,user,okta:grp-AllStaff,group,okta
E50020,user,okta:grp-SecurityTeam-Admin,group,okta
E50021,user,ad:GG-Employees-Base,group,ad
E50021,user,okta:grp-AllStaff,group,okta
E50021,user,ad:GG-DomainAdmins,group,ad
E50022,user,ad:GG-Employees-Base,group,ad
E50022,user,okta:grp-AllStaff,group,okta
E50022,user,aws:grp-PlatformEng,group,aws
E50023,user,ad:GG-Employees-Base,group,ad
E50023,user,okta:grp-AllStaff,group,okta
E50023,user,okta:grp-SecurityTeam-Admin,group,okta
E50024,user,ad:GG-Employees-Base,group,ad
E50024,user,okta:grp-AllStaff,group,okta
E50024,user,ad:GG-DomainAdmins,group,ad
E50025,user,ad:GG-Employees-Base,group,ad
E50025,user,okta:grp-AllStaff,group,okta
E50025,user,ad:GG-DomainAdmins,group,ad
E50026,user,ad:GG-Employees-Base,group,ad
E50026,user,okta:grp-AllStaff,group,okta
E50026,user,okta:grp-SecurityTeam-Admin,group,okta
E50027,user,ad:GG-Employees-Base,group,ad
E50027,user,okta:grp-AllStaff,group,okta
E50027,user,aws:grp-PlatformEng,group,aws
E50028,user,ad:GG-Employees-Base,group,ad
E50028,user,okta:grp-AllStaff,group,okta
E50028,user,aws:grp-PlatformEng,group,aws
SVC0001,user,aws:grp-Developers,group,aws
SVC0002,user,aws:grp-Developers,group,aws
SVC0003,user,aws:grp-Developers,group,aws
SVC0004,user,aws:grp-Developers,group,aws
SVC0005,user,aws:grp-Developers,group,aws
SVC0006,user,aws:grp-Developers,group,aws
SVC0007,user,aws:grp-Developers,group,aws
SVC0008,user,aws:grp-Developers,group,aws
SVC0009,user,aws:grp-Developers,group,aws
SVC0010,user,aws:grp-Developers,group,aws
SVC0011,user,aws:grp-Developers,group,aws
SVC0012,user,aws:grp-Developers,group,aws
SVC0013,user,aws:grp-Developers,group,aws
SVC0014,user,aws:grp-Developers,group,aws
SVC0015,user,aws:grp-Developers,group,aws
SVC0016,user,aws:grp-Developers,group,aws
E60001,user,aws:grp-PlatformEng,group,aws
E60001,user,okta:grp-SecurityTeam-Admin,group,okta
E60002,user,aws:grp-PlatformEng,group,aws
E60002,user,okta:grp-SecurityTeam-Admin,group,okta
E60003,user,aws:grp-PlatformEng,group,aws
E60003,user,okta:grp-SecurityTeam-Admin,group,okta
E60004,user,aws:grp-PlatformEng,group,aws
E60004,user,okta:grp-SecurityTeam-Admin,group,okta
E60005,user,aws:grp-PlatformEng,group,aws
E60005,user,okta:grp-SecurityTeam-Admin,group,okta
E60006,user,aws:grp-PlatformEng,group,aws
E60006,user,okta:grp-SecurityTeam-Admin,group,okta
E60007,user,aws:grp-PlatformEng,group,aws
E60007,user,okta:grp-SecurityTeam-Admin,group,okta
E60008,user,aws:grp-PlatformEng,group,aws
E60008,user,okta:grp-SecurityTeam-Admin,group,okta
E60009,user,aws:grp-PlatformEng,group,aws
E60009,user,okta:grp-SecurityTeam-Admin,group,okta
E60010,user,aws:grp-PlatformEng,group,aws
E60010,user,okta:grp-SecurityTeam-Admin,group,okta
E60011,user,aws:grp-PlatformEng,group,aws
E60011,user,okta:grp-SecurityTeam-Admin,group,okta
E60012,user,aws:grp-PlatformEng,group,aws
E60012,user,okta:grp-SecurityTeam-Admin,group,okta
E60013,user,aws:grp-PlatformEng,group,aws
E60013,user,okta:grp-SecurityTeam-Admin,group,okta
E60014,user,aws:grp-PlatformEng,group,aws
E60014,user,okta:grp-SecurityTeam-Admin,group,okta
E60015,user,aws:grp-PlatformEng,group,aws
E60015,user,okta:grp-SecurityTeam-Admin,group,okta
E60016,user,aws:grp-PlatformEng,group,aws
E60016,user,okta:grp-SecurityTeam-Admin,group,okta
E60017,user,aws:grp-PlatformEng,group,aws
E60017,user,okta:grp-SecurityTeam-Admin,group,okta
E60018,user,aws:grp-PlatformEng,group,aws
E60018,user,okta:grp-SecurityTeam-Admin,group,okta
E60019,user,aws:grp-PlatformEng,group,aws
E60019,user,okta:grp-SecurityTeam-Admin,group,okta
E60020,user,aws:grp-PlatformEng,group,aws
E60020,user,okta:grp-SecurityTeam-Admin,group,okta
E60021,user,aws:grp-PlatformEng,group,aws
E60021,user,okta:grp-SecurityTeam-Admin,group,okta
E60022,user,aws:grp-PlatformEng,group,aws
E60022,user,okta:grp-SecurityTeam-Admin,group,okta
E60023,user,aws:grp-PlatformEng,group,aws
E60023,user,okta:grp-SecurityTeam-Admin,group,okta
E60024,user,aws:grp-PlatformEng,group,aws
E60024,user,okta:grp-SecurityTeam-Admin,group,okta
E60025,user,aws:grp-PlatformEng,group,aws
E60025,user,okta:grp-SecurityTeam-Admin,group,okta
E60026,user,aws:grp-PlatformEng,group,aws
E60026,user,okta:grp-SecurityTeam-Admin,group,okta
E60027,user,aws:grp-PlatformEng,group,aws
E60027,user,okta:grp-SecurityTeam-Admin,group,okta
E60028,user,aws:grp-PlatformEng,group,aws
E60028,user,okta:grp-SecurityTeam-Admin,group,okta
E60029,user,aws:grp-PlatformEng,group,aws
E60029,user,okta:grp-SecurityTeam-Admin,group,okta
E60030,user,aws:grp-PlatformEng,group,aws
E60030,user,okta:grp-SecurityTeam-Admin,group,okta
E60031,user,aws:grp-PlatformEng,group,aws
E60031,user,okta:grp-SecurityTeam-Admin,group,okta
E60032,user,aws:grp-PlatformEng,group,aws
E60032,user,okta:grp-SecurityTeam-Admin,group,okta
E60033,user,aws:grp-PlatformEng,group,aws
E60033,user,okta:grp-SecurityTeam-Admin,group,okta
E60034,user,aws:grp-PlatformEng,group,aws
E60034,user,okta:grp-SecurityTeam-Admin,group,okta
E60035,user,aws:grp-PlatformEng,group,aws
E60035,user,okta:grp-SecurityTeam-Admin,group,okta
E60036,user,aws:grp-PlatformEng,group,aws
E60036,user,okta:grp-SecurityTeam-Admin,group,okta
E60037,user,aws:grp-PlatformEng,group,aws
E60037,user,okta:grp-SecurityTeam-Admin,group,okta
E60038,user,aws:grp-PlatformEng,group,aws
E60038,user,okta:grp-SecurityTeam-Admin,group,okta
E60039,user,aws:grp-PlatformEng,group,aws
E60039,user,okta:grp-SecurityTeam-Admin,group,okta
E60040,user,aws:grp-PlatformEng,group,aws
E60040,user,okta:grp-SecurityTeam-Admin,group,okta
E60041,user,aws:grp-PlatformEng,group,aws
E60041,user,okta:grp-SecurityTeam-Admin,group,okta
E60042,user,aws:grp-PlatformEng,group,aws
E60042,user,okta:grp-SecurityTeam-Admin,group,okta
E60043,user,aws:grp-PlatformEng,group,aws
E60043,user,okta:grp-SecurityTeam-Admin,group,okta
E60044,user,aws:grp-PlatformEng,group,aws
E60044,user,okta:grp-SecurityTeam-Admin,group,okta
E60045,user,aws:grp-PlatformEng,group,aws
E60045,user,okta:grp-SecurityTeam-Admin,group,okta
E60046,user,aws:grp-PlatformEng,group,aws
E60046,user,okta:grp-SecurityTeam-Admin,group,okta
E60047,user,aws:grp-PlatformEng,group,aws
E60047,user,okta:grp-SecurityTeam-Admin,group,okta
E60048,user,aws:grp-PlatformEng,group,aws
E60048,user,okta:grp-SecurityTeam-Admin,group,okta
E60049,user,aws:grp-PlatformEng,group,aws
E60049,user,okta:grp-SecurityTeam-Admin,group,okta
E60050,user,aws:grp-PlatformEng,group,aws
E60050,user,okta:grp-SecurityTeam-Admin,group,okta
E60051,user,aws:grp-PlatformEng,group,aws
E60051,user,okta:grp-SecurityTeam-Admin,group,okta
E60052,user,aws:grp-PlatformEng,group,aws
E60052,user,okta:grp-SecurityTeam-Admin,group,okta
E60053,user,aws:grp-PlatformEng,group,aws
E60053,user,okta:grp-SecurityTeam-Admin,group,okta
E60054,user,aws:grp-PlatformEng,group,aws
E60054,user,okta:grp-SecurityTeam-Admin,group,okta
E60055,user,aws:grp-PlatformEng,group,aws
E60055,user,okta:grp-SecurityTeam-Admin,group,okta
E60056,user,aws:grp-PlatformEng,group,aws
E60056,user,okta:grp-SecurityTeam-Admin,group,okta
E60057,user,aws:grp-PlatformEng,group,aws
E60057,user,okta:grp-SecurityTeam-Admin,group,okta
E60058,user,aws:grp-PlatformEng,group,aws
E60058,user,okta:grp-SecurityTeam-Admin,group,okta
E60059,user,aws:grp-PlatformEng,group,aws
E60059,user,okta:grp-SecurityTeam-Admin,group,okta
E60060,user,aws:grp-PlatformEng,group,aws
E60060,user,okta:grp-SecurityTeam-Admin,group,okta
E60061,user,aws:grp-PlatformEng,group,aws
E60061,user,okta:grp-SecurityTeam-Admin,group,okta
E60062,user,aws:grp-PlatformEng,group,aws
E60062,user,okta:grp-SecurityTeam-Admin,group,okta
E60063,user,aws:grp-PlatformEng,group,aws
E60063,user,okta:grp-SecurityTeam-Admin,group,okta
E60064,user,aws:grp-PlatformEng,group,aws
E60064,user,okta:grp-SecurityTeam-Admin,group,okta
E60065,user,aws:grp-PlatformEng,group,aws
E60065,user,okta:grp-SecurityTeam-Admin,group,okta
E60066,user,aws:grp-PlatformEng,group,aws
E60066,user,okta:grp-SecurityTeam-Admin,group,okta
E60067,user,aws:grp-PlatformEng,group,aws
E60067,user,okta:grp-SecurityTeam-Admin,group,okta
E60068,user,aws:grp-PlatformEng,group,aws
E60068,user,okta:grp-SecurityTeam-Admin,group,okta
E10001,user,ad:GG-Employees-Base,group,ad
E10001,user,okta:grp-AllStaff,group,okta
E10001,user,ad:GG-Sales-RW,group,ad
E10002,user,ad:GG-Employees-Base,group,ad
E10002,user,okta:grp-AllStaff,group,okta
E10002,user,ad:GG-Data-RW,group,ad
E10002,user,aws:grp-DataEng,group,aws
E10003,user,ad:GG-Employees-Base,group,ad
E10003,user,okta:grp-AllStaff,group,okta
E10003,user,ad:GG-Data-RW,group,ad
E10003,user,aws:grp-DataEng,group,aws
E10004,user,ad:GG-Employees-Base,group,ad
E10004,user,okta:grp-AllStaff,group,okta
E10004,user,aws:grp-Developers,group,aws
E10005,user,ad:GG-Employees-Base,group,ad
E10005,user,okta:grp-AllStaff,group,okta
E10005,user,ad:GG-Finance-RW,group,ad
E10005,user,aws:grp-Developers,group,aws
E10006,user,ad:GG-Employees-Base,group,ad
E10006,user,okta:grp-AllStaff,group,okta
E10006,user,aws:grp-Developers,group,aws
E10007,user,ad:GG-Employees-Base,group,ad
E10007,user,okta:grp-AllStaff,group,okta
E10007,user,ad:GG-HR-RW,group,ad
E10007,user,aws:grp-Developers,group,aws
E10008,user,ad:GG-Employees-Base,group,ad
E10008,user,okta:grp-AllStaff,group,okta
E10008,user,aws:grp-Developers,group,aws
E10009,user,ad:GG-Employees-Base,group,ad
E10009,user,okta:grp-AllStaff,group,okta
E10009,user,ad:GG-Finance-RW,group,ad
E10009,user,aws:grp-Developers,group,aws
E10010,user,ad:GG-Employees-Base,group,ad
E10010,user,okta:grp-AllStaff,group,okta
E10010,user,ad:GG-Finance-RW,group,ad
E10010,user,aws:grp-Developers,group,aws
E10011,user,ad:GG-Employees-Base,group,ad
E10011,user,okta:grp-AllStaff,group,okta
E10011,user,ad:GG-HR-RW,group,ad
E10012,user,ad:GG-Employees-Base,group,ad
E10012,user,okta:grp-AllStaff,group,okta
E10012,user,ad:GG-Finance-RW,group,ad
E10012,user,aws:grp-Developers,group,aws
E10013,user,ad:GG-Employees-Base,group,ad
E10013,user,okta:grp-AllStaff,group,okta
E10014,user,ad:GG-Employees-Base,group,ad
E10014,user,okta:grp-AllStaff,group,okta
E10014,user,aws:grp-Developers,group,aws
E10015,user,ad:GG-Employees-Base,group,ad
E10015,user,okta:grp-AllStaff,group,okta
E10016,user,ad:GG-Employees-Base,group,ad
E10016,user,okta:grp-AllStaff,group,okta
E10016,user,aws:grp-Developers,group,aws
E10017,user,ad:GG-Employees-Base,group,ad
E10017,user,okta:grp-AllStaff,group,okta
E10017,user,ad:GG-Finance-RW,group,ad
E10018,user,ad:GG-Employees-Base,group,ad
E10018,user,okta:grp-AllStaff,group,okta
E10019,user,ad:GG-Employees-Base,group,ad
E10019,user,okta:grp-AllStaff,group,okta
E10019,user,aws:grp-Developers,group,aws
E10020,user,ad:GG-Employees-Base,group,ad
E10020,user,okta:grp-AllStaff,group,okta
E10020,user,ad:GG-HR-RW,group,ad
E10020,user,aws:grp-Developers,group,aws
E10021,user,ad:GG-Employees-Base,group,ad
E10021,user,okta:grp-AllStaff,group,okta
E10021,user,aws:grp-Developers,group,aws
E10022,user,ad:GG-Employees-Base,group,ad
E10022,user,okta:grp-AllStaff,group,okta
E10022,user,ad:GG-Sales-RW,group,ad
E10023,user,ad:GG-Employees-Base,group,ad
E10023,user,okta:grp-AllStaff,group,okta
E10024,user,ad:GG-Employees-Base,group,ad
E10024,user,okta:grp-AllStaff,group,okta
E10024,user,ad:GG-Finance-RW,group,ad
E10025,user,ad:GG-Employees-Base,group,ad
E10025,user,okta:grp-AllStaff,group,okta
E10026,user,ad:GG-Employees-Base,group,ad
E10026,user,okta:grp-AllStaff,group,okta
E10026,user,ad:GG-Data-RW,group,ad
E10026,user,aws:grp-DataEng,group,aws
E10027,user,ad:GG-Employees-Base,group,ad
E10027,user,okta:grp-AllStaff,group,okta
E10028,user,ad:GG-Employees-Base,group,ad
E10028,user,okta:grp-AllStaff,group,okta
E10028,user,ad:GG-Legal-RW,group,ad
E10029,user,ad:GG-Employees-Base,group,ad
E10029,user,okta:grp-AllStaff,group,okta
E10029,user,ad:GG-HR-RW,group,ad
E10029,user,aws:grp-Developers,group,aws
E10030,user,ad:GG-Employees-Base,group,ad
E10030,user,okta:grp-AllStaff,group,okta
E10030,user,ad:GG-Sales-RW,group,ad
E10030,user,aws:grp-Developers,group,aws
E10031,user,ad:GG-Employees-Base,group,ad
E10031,user,okta:grp-AllStaff,group,okta
E10032,user,ad:GG-Employees-Base,group,ad
E10032,user,okta:grp-AllStaff,group,okta
E10032,user,ad:GG-Data-RW,group,ad
E10032,user,aws:grp-DataEng,group,aws
E10033,user,ad:GG-Employees-Base,group,ad
E10033,user,okta:grp-AllStaff,group,okta
E10033,user,ad:GG-Finance-RW,group,ad
E10033,user,aws:grp-Developers,group,aws
E10034,user,ad:GG-Employees-Base,group,ad
E10034,user,okta:grp-AllStaff,group,okta
E10034,user,ad:GG-Sales-RW,group,ad
E10034,user,aws:grp-Developers,group,aws
E10035,user,ad:GG-Employees-Base,group,ad
E10035,user,okta:grp-AllStaff,group,okta
E10035,user,ad:GG-Legal-RW,group,ad
E10035,user,aws:grp-Developers,group,aws
E10036,user,ad:GG-Employees-Base,group,ad
E10036,user,okta:grp-AllStaff,group,okta
E10036,user,aws:grp-Developers,group,aws
E10037,user,ad:GG-Employees-Base,group,ad
E10037,user,okta:grp-AllStaff,group,okta
E10037,user,ad:GG-Data-RW,group,ad
E10037,user,aws:grp-DataEng,group,aws
E10038,user,ad:GG-Employees-Base,group,ad
E10038,user,okta:grp-AllStaff,group,okta
E10038,user,ad:GG-Legal-RW,group,ad
E10038,user,aws:grp-Developers,group,aws
E10039,user,ad:GG-Employees-Base,group,ad
E10039,user,okta:grp-AllStaff,group,okta
E10039,user,ad:GG-HR-RW,group,ad
E10039,user,aws:grp-Developers,group,aws
E10040,user,ad:GG-Employees-Base,group,ad
E10040,user,okta:grp-AllStaff,group,okta
E10040,user,aws:grp-Developers,group,aws
E10041,user,ad:GG-Employees-Base,group,ad
E10041,user,okta:grp-AllStaff,group,okta
E10041,user,ad:GG-Legal-RW,group,ad
E10041,user,aws:grp-Developers,group,aws
E10042,user,ad:GG-Employees-Base,group,ad
E10042,user,okta:grp-AllStaff,group,okta
E10043,user,ad:GG-Employees-Base,group,ad
E10043,user,okta:grp-AllStaff,group,okta
E10043,user,aws:grp-Developers,group,aws
E10044,user,ad:GG-Employees-Base,group,ad
E10044,user,okta:grp-AllStaff,group,okta
E10044,user,ad:GG-Finance-RW,group,ad
E10044,user,aws:grp-Developers,group,aws
E10045,user,ad:GG-Employees-Base,group,ad
E10045,user,okta:grp-AllStaff,group,okta
E10045,user,aws:grp-Developers,group,aws
E10046,user,ad:GG-Employees-Base,group,ad
E10046,user,okta:grp-AllStaff,group,okta
E10046,user,ad:GG-Data-RW,group,ad
E10046,user,aws:grp-DataEng,group,aws
E10047,user,ad:GG-Employees-Base,group,ad
E10047,user,okta:grp-AllStaff,group,okta
E10047,user,ad:GG-Finance-RW,group,ad
E10047,user,aws:grp-Developers,group,aws
E10048,user,ad:GG-Employees-Base,group,ad
E10048,user,okta:grp-AllStaff,group,okta
E10048,user,aws:grp-Developers,group,aws
E10049,user,ad:GG-Employees-Base,group,ad
E10049,user,okta:grp-AllStaff,group,okta
E10050,user,ad:GG-Employees-Base,group,ad
E10050,user,okta:grp-AllStaff,group,okta
E10050,user,aws:grp-Developers,group,aws
E10051,user,ad:GG-Employees-Base,group,ad
E10051,user,okta:grp-AllStaff,group,okta
E10051,user,ad:GG-Data-RW,group,ad
E10051,user,aws:grp-DataEng,group,aws
E10052,user,ad:GG-Employees-Base,group,ad
E10052,user,okta:grp-AllStaff,group,okta
E10052,user,aws:grp-Developers,group,aws
E10053,user,ad:GG-Employees-Base,group,ad
E10053,user,okta:grp-AllStaff,group,okta
E10053,user,aws:grp-Developers,group,aws
E10054,user,ad:GG-Employees-Base,group,ad
